FacultyID,Category,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10,Preference 11,Preference 12
Faculty11,x1,FDCDC - CS F429 - NATURAL LANG PROCESS,HDELE - BITS G629T - DISSERTATION,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - PHY F491 - SPECIAL PROJECT,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDELE - HSS F332 - CINEMATIC ART,FDELE - GS F221 - BUSINESS COMMUNICATION,FDELE - EEE F491 - SPECIAL PROJECT,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDCDC - MATH F111 - MATHEMATICS-I
Faculty12,x3,HDCDC - BITS G529 - RESEARCH PROJECT I,FDELE - CHE F312 - CHEMICAL ENGG LAB I,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,HDELE - BITS G629T - DISSERTATION,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,FDCDC - CHE F376 - DESIGN PROJECT,FDELE - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY,HDELE - ME F415 - GAS DYNAMICS,HDCDC - BITS G540 - RESEARCH PRACTICE
Faculty13,x3,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDELE - ME F415 - GAS DYNAMICS,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE,HDELE - BITS G629T - DISSERTATION,FDCDC - GS F233 - PUBLIC POLICY,FDELE - CHE F312 - CHEMICAL ENGG LAB I,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - PHY F346 - LASER SCIENCE AND TECHNOLOGY,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL
Faculty14,x2,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDELE - EEE G512 - EMBEDDED SYSTEM DESIGN,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDELE - MEL G611 - I C FABRICATION TECH,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDELE - MATH F353 - STATISTICAL INFER & APP,FDCDC - CHE F376 - DESIGN PROJECT,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,HDCDC - BITS G553 - REAL TIME SYSTEMS,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,FDELE - EEE F211 - ELECTRICAL MACHINES
Faculty15,x1,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,HDELE - BIO G523 - ADV & APPLIED MICROBIO,FDELE - EEE F211 - ELECTRICAL MACHINES,FDELE - BITS F464 - MACHINE LEARNING,FDCDC - PHY F346 - LASER SCIENCE AND TECHNOLOGY,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,FDCDC - GS F233 - PUBLIC POLICY,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,HDELE - ME G515 - COMPUT FLUID DYNAMICS,HDCDC - ME G512 - FINITE ELEMENT METHOD
Faculty16,x3,FDCDC - MATH F111 - MATHEMATICS-I,FDCDC - GS F233 - PUBLIC POLICY,FDELE - EEE F491 - SPECIAL PROJECT,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDCDC - BITS F415 - INTRODUCTION TO MEMS,HDELE - BIO G523 - ADV & APPLIED MICROBIO,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,FDELE - BITS F464 - MACHINE LEARNING,FDELE - BIO F417 - BIOMOLECULAR MODELING,HDELE - MEL G611 - I C FABRICATION TECH,HDCDC - BITS G561T - DISSERTATION
Faculty17,x2,FDELE - EEE F211 - ELECTRICAL MACHINES,HDCDC - BITS G553 - REAL TIME SYSTEMS,FDELE - BIO F417 - BIOMOLECULAR MODELING,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDCDC - MATH F313 - NUMERICAL ANALYSIS,FDELE - GS F221 - BUSINESS COMMUNICATION,FDELE - EEE F212 - ELECTROMAGNETIC THEORY,HDELE - BITS G629T - DISSERTATION,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,FDCDC - GS F233 - PUBLIC POLICY
Faculty18,x3,FDELE - BITS F464 - MACHINE LEARNING,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,HDELE - DE G611 - DYNAMICS & VIBRATION,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDCDC - PHY F491 - SPECIAL PROJECT,FDELE - EEE F491 - SPECIAL PROJECT,FDCDC - MATH F313 - NUMERICAL ANALYSIS,HDELE - ME G515 - COMPUT FLUID DYNAMICS,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - BITS G540 - RESEARCH PRACTICE,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,FDCDC - GS F231 - DYN OF SOCIAL CHANGE
Faculty19,x1,HDELE - EEE G512 - EMBEDDED SYSTEM DESIGN,FDCDC - CS F429 - NATURAL LANG PROCESS,FDCDC - CHE F376 - DESIGN PROJECT,HDCDC - BITS G529 - RESEARCH PROJECT I,HDCDC - ME G512 - FINITE ELEMENT METHOD,FDELE - EEE F491 - SPECIAL PROJECT,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,HDELE - BITS G629T - DISSERTATION,FDELE - BITS F464 - MACHINE LEARNING,FDCDC - BIO F312 - PLANT PHYSIOLOGY,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDELE - MATH F353 - STATISTICAL INFER & APP
Faculty20,x3,FDCDC - CS F429 - NATURAL LANG PROCESS,FDELE - EEE F491 - SPECIAL PROJECT,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE,FDCDC - BIO F312 - PLANT PHYSIOLOGY,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,FDELE - BIO F417 - BIOMOLECULAR MODELING,HDELE - ME F415 - GAS DYNAMICS,FDELE - BITS F464 - MACHINE LEARNING,HDCDC - BITS G553 - REAL TIME SYSTEMS,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,HDELE - BIO G523 - ADV & APPLIED MICROBIO,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV
Faculty21,x3,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,FDELE - GS F221 - BUSINESS COMMUNICATION,HDCDC - BITS G553 - REAL TIME SYSTEMS,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - PHY F346 - LASER SCIENCE AND TECHNOLOGY,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDELE - CHE F312 - CHEMICAL ENGG LAB I,FDCDC - ECE F376 - DESIGN PROJECT,HDELE - MEL G624 - ADV VLSI ARCHITECTURES
Faculty22,x1,FDCDC - CS F429 - NATURAL LANG PROCESS,FDELE - CHE F312 - CHEMICAL ENGG LAB I,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDCDC - MATH F111 - MATHEMATICS-I,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,HDELE - BIO G523 - ADV & APPLIED MICROBIO,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,HDELE - BITS G629T - DISSERTATION,FDELE - ECE F434 - DIGITAL SIGNAL PROCESS,FDCDC - ECE F376 - DESIGN PROJECT,FDCDC - GS F231 - DYN OF SOCIAL CHANGE
Faculty23,x1,HDELE - EEE G512 - EMBEDDED SYSTEM DESIGN,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,FDCDC - GS F231 - DYN OF SOCIAL CHANGE,HDELE - ME F415 - GAS DYNAMICS,FDELE - MATH F353 - STATISTICAL INFER & APP,FDCDC - MATH F111 - MATHEMATICS-I,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDELE - HSS F332 - CINEMATIC ART,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - BITS G561T - DISSERTATION,HDCDC - BITS G540 - RESEARCH PRACTICE
Faculty24,x1,FDCDC - BITS F415 - INTRODUCTION TO MEMS,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,FDELE - EEE F212 - ELECTROMAGNETIC THEORY,FDELE - ECE F434 - DIGITAL SIGNAL PROCESS,HDCDC - BITS G553 - REAL TIME SYSTEMS,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,HDELE - ME G515 - COMPUT FLUID DYNAMICS,FDELE - CS F215 - DIGITAL DESIGN,HDELE - BIO G523 - ADV & APPLIED MICROBIO,HDCDC - BITS G529 - RESEARCH PROJECT I
Faculty25,x3,FDELE - EEE F491 - SPECIAL PROJECT,FDCDC - CS F429 - NATURAL LANG PROCESS,FDCDC - BIO F312 - PLANT PHYSIOLOGY,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - MATH F353 - STATISTICAL INFER & APP,HDCDC - BITS G529 - RESEARCH PROJECT I,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDCDC - BITS F415 - INTRODUCTION TO MEMS,HDELE - BITS G629T - DISSERTATION,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,HDELE - MEL G624 - ADV VLSI ARCHITECTURES
Faculty26,x1,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDELE - ME F415 - GAS DYNAMICS,HDCDC - BITS G540 - RESEARCH PRACTICE,FDCDC - ECE F376 - DESIGN PROJECT,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,FDELE - HSS F332 - CINEMATIC ART,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDCDC - CHE F376 - DESIGN PROJECT
Faculty27,x3,FDELE - ECE F434 - DIGITAL SIGNAL PROCESS,FDCDC - GS F233 - PUBLIC POLICY,FDELE - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY,HDCDC - ME G512 - FINITE ELEMENT METHOD,HDELE - DE G611 - DYNAMICS & VIBRATION,FDELE - CHE F312 - CHEMICAL ENGG LAB I,FDCDC - CS F214 - LOGIC IN COMPUTER SC,HDELE - EEE G512 - EMBEDDED SYSTEM DESIGN,FDELE - EEE F212 - ELECTROMAGNETIC THEORY,HDCDC - BITS G529 - RESEARCH PROJECT I,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,FDCDC - MATH F111 - MATHEMATICS-I
Faculty28,x3,HDCDC - BITS G529 - RESEARCH PROJECT I,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - CHE F376 - DESIGN PROJECT,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,FDCDC - ECE F376 - DESIGN PROJECT,HDELE - ME F415 - GAS DYNAMICS,HDCDC - BITS G540 - RESEARCH PRACTICE,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,FDCDC - GS F233 - PUBLIC POLICY,FDELE - HSS F332 - CINEMATIC ART,FDELE - EEE F212 - ELECTROMAGNETIC THEORY,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV
Faculty29,x3,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,FDCDC - MATH F313 - NUMERICAL ANALYSIS,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - ECE F434 - DIGITAL SIGNAL PROCESS,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDELE - PHY F412 - INTRODUCTION TO QUANTUM FIELD THEORY,HDCDC - BITS G540 - RESEARCH PRACTICE,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - ECE F376 - DESIGN PROJECT,HDELE - DE G611 - DYNAMICS & VIBRATION,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING
Faculty30,x1,FDCDC - BITS F415 - INTRODUCTION TO MEMS,HDELE - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - CS F214 - LOGIC IN COMPUTER SC,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDELE - EEE F491 - SPECIAL PROJECT,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - MATH F313 - NUMERICAL ANALYSIS,FDCDC - PHY F491 - SPECIAL PROJECT,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,HDELE - ME G515 - COMPUT FLUID DYNAMICS,FDELE - GS F221 - BUSINESS COMMUNICATION,HDCDC - BITS G529 - RESEARCH PROJECT I
Faculty31,x1,FDELE - HSS F332 - CINEMATIC ART,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,HDELE - MEL G611 - I C FABRICATION TECH,HDELE - ME F415 - GAS DYNAMICS,FDCDC - CS F214 - LOGIC IN COMPUTER SC,HDCDC - BITS G540 - RESEARCH PRACTICE,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,FDCDC - CS F429 - NATURAL LANG PROCESS,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDELE - ECE F434 - DIGITAL SIGNAL PROCESS,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL
Faculty32,x2,FDCDC - BIO F312 - PLANT PHYSIOLOGY,FDCDC - PHY F491 - SPECIAL PROJECT,HDCDC - BITS G561T - DISSERTATION,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,FDCDC - CHE F376 - DESIGN PROJECT,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,FDELE - GS F221 - BUSINESS COMMUNICATION,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,FDELE - EEE F491 - SPECIAL PROJECT,HDCDC - BITS G529 - RESEARCH PROJECT I,FDELE - EEE F212 - ELECTROMAGNETIC THEORY,HDELE - ME G515 - COMPUT FLUID DYNAMICS
Faculty33,x3,FDCDC - PHY F346 - LASER SCIENCE AND TECHNOLOGY,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,FDELE - HSS F332 - CINEMATIC ART,FDCDC - CS F429 - NATURAL LANG PROCESS,FDCDC - BIO F312 - PLANT PHYSIOLOGY,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDCDC - GS F233 - PUBLIC POLICY,HDELE - ME G515 - COMPUT FLUID DYNAMICS,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - BITS G540 - RESEARCH PRACTICE
Faculty34,x2,HDCDC - BITS G553 - REAL TIME SYSTEMS,HDELE - ME G515 - COMPUT FLUID DYNAMICS,FDELE - BIO F417 - BIOMOLECULAR MODELING,HDELE - DE G611 - DYNAMICS & VIBRATION,FDCDC - GS F233 - PUBLIC POLICY,HDCDC - BITS G561T - DISSERTATION,FDELE - HSS F332 - CINEMATIC ART,FDCDC - PHY F346 - LASER SCIENCE AND TECHNOLOGY,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,FDCDC - CHE F376 - DESIGN PROJECT,FDELE - BITS F464 - MACHINE LEARNING,FDELE - CS F222 - DISCR STRUC FOR COMP SCI
Faculty35,x2,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO,FDELE - CHE F312 - CHEMICAL ENGG LAB I,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,FDCDC - GS F233 - PUBLIC POLICY,FDELE - BITS F464 - MACHINE LEARNING,FDELE - CHE F211 - CHEMICAL PROCESS CALCULATION,FDCDC - CHE F376 - DESIGN PROJECT,HDELE - BIO G523 - ADV & APPLIED MICROBIO,FDELE - EEE F212 - ELECTROMAGNETIC THEORY,HDCDC - BIO G512 - MOLEC MECH OF GENE EXPRE
Faculty36,x3,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,FDCDC - CS F314 - SOFT DEV FOR PORT DEVICE,FDCDC - MATH F313 - NUMERICAL ANALYSIS,HDCDC - BITS G540 - RESEARCH PRACTICE,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDELE - EEE F491 - SPECIAL PROJECT,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,HDELE - ME G515 - COMPUT FLUID DYNAMICS,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - BIO F417 - BIOMOLECULAR MODELING
Faculty37,x1,FDCDC - GS F233 - PUBLIC POLICY,HDELE - BITS G629T - DISSERTATION,FDCDC - BIO F312 - PLANT PHYSIOLOGY,HDCDC - BITS G540 - RESEARCH PRACTICE,HDCDC - BITS G553 - REAL TIME SYSTEMS,HDELE - ME G515 - COMPUT FLUID DYNAMICS,FDCDC - CHE F376 - DESIGN PROJECT,FDELE - EEE F491 - SPECIAL PROJECT,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,FDELE - CS F222 - DISCR STRUC FOR COMP SCI,FDCDC - GS F231 - DYN OF SOCIAL CHANGE,FDELE - EEE F212 - ELECTROMAGNETIC THEORY
Faculty38,x2,HDCDC - EEE G613 - ADVANCED DIGITAL SIGNAL PROCESSING,FDELE - BIO F417 - BIOMOLECULAR MODELING,FDELE - EEE F491 - SPECIAL PROJECT,HDELE - MEL G624 - ADV VLSI ARCHITECTURES,FDELE - EEE F211 - ELECTRICAL MACHINES,FDCDC - BITS F415 - INTRODUCTION TO MEMS,FDCDC - HSS F347 - INTRO TOCARNATIC MUSIC,FDCDC - GS F233 - PUBLIC POLICY,FDELE - ECE F434 - DIGITAL SIGNAL PROCESS,FDCDC - BIO F312 - PLANT PHYSIOLOGY,HDELE - MEL G611 - I C FABRICATION TECH,HDCDC - BITS G529 - RESEARCH PROJECT I
Faculty39,x1,FDELE - PHY F433 - TOPICS IN NONLINEAR OPTICS,FDELE - EEE F491 - SPECIAL PROJECT,HDCDC - BITS G529 - RESEARCH PROJECT I,FDCDC - PHY F491 - SPECIAL PROJECT,HDELE - BIO G523 - ADV & APPLIED MICROBIO,FDELE - ECE F434 - DIGITAL SIGNAL PROCESS,HDCDC - ME G512 - FINITE ELEMENT METHOD,FDELE - CS F215 - DIGITAL DESIGN,FDCDC - ECE F376 - DESIGN PROJECT,FDCDC - BIO F312 - PLANT PHYSIOLOGY,HDELE - ME F415 - GAS DYNAMICS,FDCDC - GS F233 - PUBLIC POLICY
Faculty40,x1,FDELE - HSS F332 - CINEMATIC ART,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDCDC - CS F407 - ARTIFICIAL INTELLIGENCE,FDELE - EEE F491 - SPECIAL PROJECT,HDELE - MEL G611 - I C FABRICATION TECH,FDCDC - CHE F376 - DESIGN PROJECT,HDELE - BITS G629T - DISSERTATION,FDCDC - CS F441 - SELECTED TOPICS FROM COMP SCI,HDCDC - CS G519 - SOCIAL MEDIA ANALYTICS,FDCDC - CHEM F313 - INSTRU METHODS OF ANAL,FDELE - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - CHE G622 - ADV CHEMICAL ENGG THERMO
