FacultyID,Category,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10,Preference 11,Preference 12
Faculty11,x3,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,FDCDC - BITS F437 - TECHNICAL COMMUNICATION,HDELE - BITS G619 - PROFESSIONAL PRACTICE,HDCDC - ME F112 - WORKSHOP PRACTICE,FDCDC - ECON F412 - SECUR ANAL & PORTFOL MGT,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - CS F429 - NATURAL LANG PROCESS,FDELE - MATH F211 - MATHEMATICS III,FDCDC - ECE F266 - STUDY PROJECT,FDELE - ECON F315 - FINANCIAL MANAGEMENT,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY",FDELE - GS F242 - CULTURAL STUDIES
Faculty12,x2,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - CS F366 - LABORATORY PROJECT,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY",FDCDC - CS F429 - NATURAL LANG PROCESS,HDELE - BITS G511 - ADVANCED PROJECT,FDCDC - BITS F437 - TECHNICAL COMMUNICATION,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,FDELE - MATH F311 - INTRODUCTION TO TOPOLOGY,HDCDC - ME F112 - WORKSHOP PRACTICE,FDELE - MATH F211 - MATHEMATICS III
Faculty13,x3,HDCDC - ME F112 - WORKSHOP PRACTICE,FDELE - ECON F315 - FINANCIAL MANAGEMENT,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY",FDCDC - GS F234 - DEVELOPMENT ECONOMICS,FDCDC - BIO F376 - DESIGN PROJECT,FDCDC - CHEM F266 - STUDY PROJECT,FDELE - MATH F211 - MATHEMATICS III,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,HDELE - BITS G511 - ADVANCED PROJECT
Faculty14,x3,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDELE - MATH F311 - INTRODUCTION TO TOPOLOGY,FDCDC - ECE F266 - STUDY PROJECT,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY",FDELE - GS F242 - CULTURAL STUDIES,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,HDELE - BITS G511 - ADVANCED PROJECT,FDCDC - CHEM F266 - STUDY PROJECT,FDELE - MATH F211 - MATHEMATICS III
Faculty15,x2,FDELE - BIO F491 - SPECIAL PROJECT,FDELE - MATH F311 - INTRODUCTION TO TOPOLOGY,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - ECE F266 - STUDY PROJECT,FDCDC - BITS F437 - TECHNICAL COMMUNICATION,HDELE - BITS G511 - ADVANCED PROJECT,FDCDC - BIO F376 - DESIGN PROJECT,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - CHEM F266 - STUDY PROJECT
Faculty16,x1,FDELE - BIO F491 - SPECIAL PROJECT,HDELE - BITS G511 - ADVANCED PROJECT,FDCDC - BITS F437 - TECHNICAL COMMUNICATION,FDCDC - ECE F266 - STUDY PROJECT,FDCDC - CHEM F266 - STUDY PROJECT,FDELE - GS F242 - CULTURAL STUDIES,FDCDC - BIO F376 - DESIGN PROJECT,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDELE - CS F366 - LABORATORY PROJECT,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDELE - MATH F311 - INTRODUCTION TO TOPOLOGY,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING
Faculty17,x1,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDELE - MATH F211 - MATHEMATICS III,FDCDC - BITS F437 - TECHNICAL COMMUNICATION,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY",HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDELE - GS F242 - CULTURAL STUDIES,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,FDELE - BIO F491 - SPECIAL PROJECT,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - ECON F412 - SECUR ANAL & PORTFOL MGT,FDCDC - BIO F376 - DESIGN PROJECT
Faculty18,x3,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,HDELE - BITS G511 - ADVANCED PROJECT,FDELE - ECON F313 - ISSUES IN ECONOMIC DEV,FDELE - MATH F311 - INTRODUCTION TO TOPOLOGY,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDCDC - ECON F412 - SECUR ANAL & PORTFOL MGT,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING,FDCDC - ECE F266 - STUDY PROJECT,FDELE - CS F366 - LABORATORY PROJECT,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - CHEM F266 - STUDY PROJECT
Faculty19,x3,FDCDC - CHEM F266 - STUDY PROJECT,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDELE - MATH F211 - MATHEMATICS III,FDELE - GS F242 - CULTURAL STUDIES,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - CS F429 - NATURAL LANG PROCESS,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,HDCDC - ME F112 - WORKSHOP PRACTICE,FDCDC - BIO F376 - DESIGN PROJECT,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY",FDELE - ECON F315 - FINANCIAL MANAGEMENT
Faculty20,x2,HDCDC - BIO G532 - BIOSTATISTICS AND BIOMODELLING,"HDELE - ME F317 - ENGINES, MOTORS, AND MOBILITY",FDELE - ECON F315 - FINANCIAL MANAGEMENT,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - CS F429 - NATURAL LANG PROCESS,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDCDC - BITS F437 - TECHNICAL COMMUNICATION,FDELE - CS F366 - LABORATORY PROJECT,FDCDC - PHY F313 - COMPUTATIONAL PHYSICS,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDCDC - CHEM F266 - STUDY PROJECT,FDELE - MATH F311 - INTRODUCTION TO TOPOLOGY
