FacultyID,Category,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10,Preference 11,Preference 12
Faculty11,x3,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDCDC - MATH F212 - OPTIMIZATION,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDELE - PHY F420 - QUANTUM OPTICS,FDELE - PHY F213 - OPTICS,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - CS G553 - RECONFIGURABLE COMPUTING,HDELE - MEL G631 - PHY & MO OF MICROEL DEV,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING,FDELE - PHY F312 - STATISTICAL MECHANICS,FDCDC - EEE F366 - LABORATORY PROJECT,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO
Faculty12,x1,FDELE - PHY F312 - STATISTICAL MECHANICS,FDCDC - MATH F212 - OPTIMIZATION,FDELE - PHY F213 - OPTICS,HDCDC - ME F423 - MICRO-FLUIDICS & ITS APP,FDCDC - PHY F315 - THEORY OF RELATIVITY,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDELE - BITS G629T - DISSERTATION,HDCDC - CS G553 - RECONFIGURABLE COMPUTING,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS
Faculty13,x2,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,FDCDC - PHY F315 - THEORY OF RELATIVITY,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,FDELE - PHY F420 - QUANTUM OPTICS,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP,HDELE - MEL G631 - PHY & MO OF MICROEL DEV,HDELE - BIO G512 - MOLEC MECH OF GENE EXPRE,HDCDC - CS G553 - RECONFIGURABLE COMPUTING,FDCDC - GS F234 - DEVELOPMENT ECONOMICS
Faculty14,x3,HDELE - ME G532 - MACHINE TOOL ENGINEERING,HDELE - BITS G654 - ADV INSTRUMENTATION TECH,HDCDC - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDCDC - CHEM F376 - DESIGN PROJECT,HDCDC - MEL G611 - I C FABRICATION TECH,FDELE - PHY F213 - OPTICS,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - ECE F491 - SPECIAL PROJECT,FDELE - PHY F312 - STATISTICAL MECHANICS,FDCDC - EEE F366 - LABORATORY PROJECT
Faculty15,x2,FDELE - PHY F213 - OPTICS,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,HDELE - BITS G629T - DISSERTATION,HDCDC - ME F423 - MICRO-FLUIDICS & ITS APP,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - ECE F376 - DESIGN PROJECT,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,HDELE - ME G532 - MACHINE TOOL ENGINEERING,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,HDCDC - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP
Faculty16,x2,HDCDC - CS G553 - RECONFIGURABLE COMPUTING,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDELE - PHY F312 - STATISTICAL MECHANICS,FDCDC - EEE F366 - LABORATORY PROJECT,HDCDC - ME G512 - FINITE ELEMENT METHOD,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,FDCDC - MATH F212 - OPTIMIZATION,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,HDELE - ME G532 - MACHINE TOOL ENGINEERING
Faculty17,x3,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,HDCDC - ME F423 - MICRO-FLUIDICS & ITS APP,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - MATH F212 - OPTIMIZATION,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,HDELE - BIO G512 - MOLEC MECH OF GENE EXPRE,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,FDCDC - ECE F491 - SPECIAL PROJECT,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,HDELE - ME G532 - MACHINE TOOL ENGINEERING
Faculty18,x2,FDCDC - MATH F212 - OPTIMIZATION,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDCDC - EEE F366 - LABORATORY PROJECT,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDELE - PHY F420 - QUANTUM OPTICS,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDELE - EEE F376 - DESIGN PROJECT,HDELE - BITS G629T - DISSERTATION,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,HDCDC - EEE G626 - HARDWARE SOFTWARE CO-DESIGN
Faculty19,x3,FDCDC - EEE F366 - LABORATORY PROJECT,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDCDC - ECE F491 - SPECIAL PROJECT,FDELE - PHY F420 - QUANTUM OPTICS,HDCDC - ME F423 - MICRO-FLUIDICS & ITS APP,FDELE - PHY F312 - STATISTICAL MECHANICS,HDCDC - CS G553 - RECONFIGURABLE COMPUTING,FDELE - MATH F214 - ELEMENTARY REAL ANALYSIS,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,FDCDC - MATH F212 - OPTIMIZATION,HDELE - BITS G654 - ADV INSTRUMENTATION TECH
Faculty20,x3,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,HDELE - BITS G629T - DISSERTATION,HDCDC - MEL G611 - I C FABRICATION TECH,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP,FDELE - PHY F420 - QUANTUM OPTICS,HDELE - BITS G654 - ADV INSTRUMENTATION TECH,HDCDC - CS G553 - RECONFIGURABLE COMPUTING,FDELE - HSS F227 - CROSS CULTURAL SKILLS,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS,FDELE - ECON F213 - MATHEMATIC & STAT METHOD
Faculty21,x2,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS,HDELE - ME G532 - MACHINE TOOL ENGINEERING,HDCDC - CS G553 - RECONFIGURABLE COMPUTING,FDELE - PHY F213 - OPTICS,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,FDELE - ECE F376 - DESIGN PROJECT,FDCDC - ECE F491 - SPECIAL PROJECT,FDELE - HSS F227 - CROSS CULTURAL SKILLS,HDCDC - ME G512 - FINITE ELEMENT METHOD,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI
Faculty22,x2,FDELE - PHY F312 - STATISTICAL MECHANICS,FDELE - PHY F213 - OPTICS,FDELE - HSS F227 - CROSS CULTURAL SKILLS,FDCDC - ECE F491 - SPECIAL PROJECT,HDELE - BIO G512 - MOLEC MECH OF GENE EXPRE,HDCDC - ME G512 - FINITE ELEMENT METHOD,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDCDC - MEL G611 - I C FABRICATION TECH,FDELE - MATH F214 - ELEMENTARY REAL ANALYSIS,FDCDC - CHEM F376 - DESIGN PROJECT,FDCDC - EEE F311 - COMMUNICATION SYSTEMS
Faculty23,x2,FDELE - PHY F420 - QUANTUM OPTICS,FDCDC - ECE F491 - SPECIAL PROJECT,FDELE - PHY F213 - OPTICS,HDCDC - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS,HDELE - BIO G512 - MOLEC MECH OF GENE EXPRE,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - MATH F212 - OPTIMIZATION
Faculty24,x3,FDCDC - PHY F315 - THEORY OF RELATIVITY,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,HDCDC - MEL G611 - I C FABRICATION TECH,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDELE - PHY F213 - OPTICS,HDELE - BITS G629T - DISSERTATION,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - BITS F417 - MICRO-FLUIDICS & ITS APP,HDELE - BIO G512 - MOLEC MECH OF GENE EXPRE,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO
Faculty25,x2,FDCDC - MATH F212 - OPTIMIZATION,FDELE - PHY F312 - STATISTICAL MECHANICS,HDELE - ME G532 - MACHINE TOOL ENGINEERING,HDCDC - ME F423 - MICRO-FLUIDICS & ITS APP,FDELE - PHY F213 - OPTICS,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDELE - PHY F420 - QUANTUM OPTICS,FDCDC - ECE F491 - SPECIAL PROJECT,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS,HDELE - BITS G654 - ADV INSTRUMENTATION TECH,HDCDC - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,FDCDC - EEE F366 - LABORATORY PROJECT
Faculty26,x3,FDELE - MATH F214 - ELEMENTARY REAL ANALYSIS,HDCDC - MEL G611 - I C FABRICATION TECH,FDELE - PHY F213 - OPTICS,FDCDC - ECE F491 - SPECIAL PROJECT,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING,FDELE - HSS F227 - CROSS CULTURAL SKILLS,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDELE - PHY F426 - PHY OF SEMICONDUCTOR DEV,HDELE - BITS G629T - DISSERTATION,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - PHY F315 - THEORY OF RELATIVITY
Faculty27,x3,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDELE - ECE F376 - DESIGN PROJECT,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,HDELE - BIO G512 - MOLEC MECH OF GENE EXPRE,FDCDC - ECE F491 - SPECIAL PROJECT,FDCDC - PHY F315 - THEORY OF RELATIVITY,FDELE - MATH F214 - ELEMENTARY REAL ANALYSIS,HDELE - MEL G631 - PHY & MO OF MICROEL DEV,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,HDCDC - ME F314 - DESIGN OF MACHINE ELEMENTS,HDCDC - MEL G611 - I C FABRICATION TECH,FDELE - ECON F213 - MATHEMATIC & STAT METHOD
Faculty28,x1,HDCDC - EEE G626 - HARDWARE SOFTWARE CO-DESIGN,FDCDC - PHY F419 - ADVANCED SOLID STATE PHYSICS,FDELE - PHY F213 - OPTICS,HDELE - BITS G629T - DISSERTATION,HDCDC - ME G512 - FINITE ELEMENT METHOD,FDELE - PHY F312 - STATISTICAL MECHANICS,HDELE - MEL G631 - PHY & MO OF MICROEL DEV,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,FDELE - ECON F213 - MATHEMATIC & STAT METHOD,FDCDC - CHE F421 - BIOCHEMICAL ENGINEERING,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI
Faculty29,x2,HDCDC - CS G553 - RECONFIGURABLE COMPUTING,FDELE - HSS F314 - MARITIME STUDIES & BLUE ECON,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,HDELE - BITS G654 - ADV INSTRUMENTATION TECH,HDCDC - ME G512 - FINITE ELEMENT METHOD,FDCDC - ECON F312 - MONEY BANK & FIN MARKETS,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,FDELE - HSS F227 - CROSS CULTURAL SKILLS,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - GS F234 - DEVELOPMENT ECONOMICS,FDCDC - MATH F212 - OPTIMIZATION,HDELE - ME G532 - MACHINE TOOL ENGINEERING
Faculty30,x1,FDELE - HSS F372 - INTRODUCTION TO  SOCIAL PSYCHO,HDCDC - ME G512 - FINITE ELEMENT METHOD,FDELE - ECE F376 - DESIGN PROJECT,FDCDC - MATH F212 - OPTIMIZATION,FDELE - MATH F214 - ELEMENTARY REAL ANALYSIS,FDELE - CS F441 - SELECTED TOPICS FROM COMP SCI,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDELE - BITS G629T - DISSERTATION,HDCDC - MEL G611 - I C FABRICATION TECH,FDCDC - EEE F311 - COMMUNICATION SYSTEMS,HDELE - EE G501 - ENVIRONMENTAL SAMPLING AND ANALYTICAL METHODS,FDCDC - GS F234 - DEVELOPMENT ECONOMICS
