FacultyID,Category,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10,Preference 11,Preference 12
Faculty11,x1,FDCDC - ECON F491 - SPECIAL PROJECT,FDELE - ECON F211 - PRINCIPLES OF ECONOMICS,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,HDELE - BIO G515 - STEM CELL & REGENER BIO,HDELE - ME G512 - FINITE ELEMENT METHOD,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDCDC - ECON F355 - BUSS ANAL & VALUATION,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,FDELE - PHY F315 - THEORY OF RELATIVITY,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDCDC - EEE F428 - ENERGY STORAGE SYSTEMS
Faculty12,x2,HDCDC - BIO G526 - CANCER BIOLOGY,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY,FDCDC - EEE F428 - ENERGY STORAGE SYSTEMS,FDELE - ECON F211 - PRINCIPLES OF ECONOMICS,FDCDC - BIO F214 - INTEGRATED BIOLOGY,HDELE - BITS G619 - PROFESSIONAL PRACTICE,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDELE - PHY F315 - THEORY OF RELATIVITY,FDCDC - ECON F355 - BUSS ANAL & VALUATION,FDELE - EEE F215 - DIGITAL DESIGN,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,HDELE - ME G512 - FINITE ELEMENT METHOD
Faculty13,x3,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDELE - GS F231 - DYN OF SOCIAL CHANGE,FDELE - ECON F211 - PRINCIPLES OF ECONOMICS,FDCDC - ECON F491 - SPECIAL PROJECT,HDCDC - BIO G526 - CANCER BIOLOGY,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDCDC - ECON F355 - BUSS ANAL & VALUATION,FDCDC - BIO F214 - INTEGRATED BIOLOGY,HDELE - ME G512 - FINITE ELEMENT METHOD,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,FDELE - PHY F315 - THEORY OF RELATIVITY
Faculty14,x2,FDELE - GS F231 - DYN OF SOCIAL CHANGE,HDCDC - BIO G526 - CANCER BIOLOGY,FDCDC - EEE F428 - ENERGY STORAGE SYSTEMS,FDELE - PHY F315 - THEORY OF RELATIVITY,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDCDC - ECON F491 - SPECIAL PROJECT,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY,FDCDC - BIO F214 - INTEGRATED BIOLOGY
Faculty15,x3,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDELE - ECON F211 - PRINCIPLES OF ECONOMICS,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,FDCDC - ECON F355 - BUSS ANAL & VALUATION,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,FDCDC - BIO F214 - INTEGRATED BIOLOGY,FDCDC - ECON F491 - SPECIAL PROJECT,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDELE - PHY F315 - THEORY OF RELATIVITY,HDCDC - BIO G526 - CANCER BIOLOGY,HDELE - BIO G515 - STEM CELL & REGENER BIO,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY
Faculty16,x3,FDCDC - ECON F355 - BUSS ANAL & VALUATION,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,FDCDC - BIO F214 - INTEGRATED BIOLOGY,HDELE - BITS G619 - PROFESSIONAL PRACTICE,HDELE - ME G512 - FINITE ELEMENT METHOD,FDELE - EEE F215 - DIGITAL DESIGN,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,FDCDC - EEE F428 - ENERGY STORAGE SYSTEMS,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY,HDCDC - BIO G526 - CANCER BIOLOGY
Faculty17,x3,HDELE - ME G512 - FINITE ELEMENT METHOD,FDELE - ECON F211 - PRINCIPLES OF ECONOMICS,FDELE - HSS F235 - INTRODUCTORY PHILOSOPHY,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDCDC - ECON F355 - BUSS ANAL & VALUATION,FDCDC - EEE F428 - ENERGY STORAGE SYSTEMS,FDCDC - BIO F214 - INTEGRATED BIOLOGY,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDELE - GS F231 - DYN OF SOCIAL CHANGE
Faculty18,x3,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,HDCDC - BIO G526 - CANCER BIOLOGY,FDCDC - ECON F491 - SPECIAL PROJECT,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDCDC - EEE F428 - ENERGY STORAGE SYSTEMS,FDELE - EEE F215 - DIGITAL DESIGN,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDELE - PHY F315 - THEORY OF RELATIVITY,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDELE - CS F402 - COMPUTATIONAL GEOMETRY
Faculty19,x1,FDELE - GS F231 - DYN OF SOCIAL CHANGE,HDCDC - BIO G514 - MOLECULAR IMMUNOLOGY,FDELE - CS F402 - COMPUTATIONAL GEOMETRY,FDCDC - CHEM F213 - PHYSICAL CHEMISTRY II,FDCDC - ECON F491 - SPECIAL PROJECT,HDELE - BIO G515 - STEM CELL & REGENER BIO,FDCDC - EEE F428 - ENERGY STORAGE SYSTEMS,HDCDC - BIO G526 - CANCER BIOLOGY,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,FDCDC - HSS F313 - INTRO TO CONTEMPRORY ARTS,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDELE - PHY F315 - THEORY OF RELATIVITY
Faculty20,x3,FDCDC - ECON F355 - BUSS ANAL & VALUATION,FDCDC - ECON F491 - SPECIAL PROJECT,HDCDC - BIO G523 - ADV & APPLIED MICROBIO,FDCDC - BIO F214 - INTEGRATED BIOLOGY,FDELE - HSS F338 - COMPARATIVE INDIAN LITERATURE,HDCDC - BIO G526 - CANCER BIOLOGY,FDELE - PHY F315 - THEORY OF RELATIVITY,FDELE - EEE F215 - DIGITAL DESIGN,FDELE - GS F231 - DYN OF SOCIAL CHANGE,HDELE - ME G512 - FINITE ELEMENT METHOD,HDELE - BITS G619 - PROFESSIONAL PRACTICE,FDCDC - CHEM F214 - INORGANIC CHEMISTRY I
